id_credit,id_client,montant_fcfa,statut_credit,proba_defaut,score_credit_ia,risque_ia
CRD-0006405,CLI-039789,9383245,En cours,0.24357384,642,Faible
CRD-0006406,CLI-036239,10081779,En cours,0.0003061952,849,Faible
CRD-0006407,CLI-041622,16014947,En cours,0.0005359062,849,Faible
CRD-0006408,CLI-029951,610500,En cours,0.004030946,846,Faible
CRD-0006409,CLI-027415,5775983,En cours,0.00050520466,849,Faible
CRD-0006410,CLI-022418,4854855,En cours,0.14533621,726,Faible
CRD-0006411,CLI-002318,14318264,En cours,0.0012531047,848,Faible
CRD-0006412,CLI-029641,3809654,En cours,0.0003376593,849,Faible
CRD-0006413,CLI-030104,4855941,En cours,0.0006091778,849,Faible
CRD-0006414,CLI-017140,6413809,En cours,0.0005219762,849,Faible
CRD-0006415,CLI-026243,4123873,En cours,0.0009457894,849,Faible
CRD-0006416,CLI-038886,15686340,En cours,0.31362918,583,Moyen
CRD-0006417,CLI-040861,6312191,En cours,0.000395385,849,Faible
CRD-0006418,CLI-032187,12503803,En cours,0.00022287913,849,Faible
CRD-0006419,CLI-041504,5973401,En cours,0.00084610074,849,Faible
CRD-0006420,CLI-029605,9104380,En cours,0.00063784776,849,Faible
CRD-0006421,CLI-011183,8027055,En cours,0.00024273059,849,Faible
CRD-0006422,CLI-043533,610500,En cours,0.000187607,849,Faible
CRD-0006423,CLI-014879,1968496,En cours,0.28121597,610,Faible
CRD-0006424,CLI-004364,1582355,En cours,0.0001749766,849,Faible
CRD-0006425,CLI-043168,15824978,En cours,0.000995377,849,Faible
CRD-0006426,CLI-040927,17021119,En cours,0.000824025,849,Faible
CRD-0006427,CLI-037176,6150012,En cours,0.42015833,492,Moyen
CRD-0006428,CLI-016612,11892155,En cours,0.00033287454,849,Faible
CRD-0006429,CLI-009901,4902040,En cours,0.0010187431,849,Faible
CRD-0006430,CLI-015607,10898194,En cours,0.00026493333,849,Faible
CRD-0006431,CLI-011651,6993760,En cours,0.00068494445,849,Faible
CRD-0006432,CLI-037891,6016007,En cours,0.00061895937,849,Faible
CRD-0006433,CLI-021601,12830170,En cours,0.23374672,651,Faible
CRD-0006434,CLI-005004,11120435,En cours,0.00030664977,849,Faible
CRD-0006435,CLI-005605,4581039,En cours,0.0004299015,849,Faible
CRD-0006436,CLI-013524,19629522,En cours,0.0008419842,849,Faible
CRD-0006437,CLI-039213,20420511,En cours,0.00023717058,849,Faible
CRD-0006438,CLI-025905,9882170,En cours,0.07114586,789,Faible
CRD-0006439,CLI-043312,12861434,En cours,0.0004793345,849,Faible
CRD-0006440,CLI-015823,23396521,En cours,0.0010064384,849,Faible
CRD-0006441,CLI-008336,12839847,En cours,0.00023667498,849,Faible
CRD-0006442,CLI-004855,870787,En cours,0.0002118896,849,Faible
CRD-0006443,CLI-005756,9420754,En cours,0.10790052,758,Faible
CRD-0006444,CLI-002725,7047502,En cours,0.0010579313,849,Faible
CRD-0006445,CLI-008922,6454585,En cours,0.00061494944,849,Faible
CRD-0006446,CLI-042836,11864604,En cours,0.00027966063,849,Faible
CRD-0006447,CLI-031091,6219872,En cours,0.00047728003,849,Faible
CRD-0006448,CLI-008904,14253325,En cours,0.0002449672,849,Faible
CRD-0006449,CLI-037979,5339048,En cours,0.48377213,438,Moyen
CRD-0006450,CLI-030459,2452287,En cours,0.00083220674,849,Faible
CRD-0006451,CLI-006890,16899391,En cours,0.00037882873,849,Faible
CRD-0006452,CLI-020740,7499211,En cours,0.0010284485,849,Faible
CRD-0006453,CLI-015474,14025084,En cours,0.28028652,611,Faible
CRD-0006454,CLI-012146,3409362,En cours,0.00026411292,849,Faible
CRD-0006455,CLI-030093,8040743,En cours,0.32442752,574,Moyen
CRD-0006456,CLI-001377,13136446,En cours,0.0003498214,849,Faible
CRD-0006457,CLI-010843,4427865,En cours,0.0004386134,849,Faible
CRD-0006458,CLI-032394,11966380,En cours,0.00043056282,849,Faible
CRD-0006459,CLI-042125,16452346,En cours,0.000786933,849,Faible
CRD-0006460,CLI-002904,11333841,En cours,0.0004061921,849,Faible
CRD-0006461,CLI-006788,5871771,En cours,0.0007315567,849,Faible
CRD-0006462,CLI-006056,5375294,En cours,0.22521465,658,Faible
CRD-0006463,CLI-014637,4532273,En cours,0.0003839682,849,Faible
CRD-0006464,CLI-032349,3790173,En cours,0.00021004525,849,Faible
CRD-0006465,CLI-011579,14217525,En cours,0.21066429,670,Faible
CRD-0006466,CLI-012929,3468147,En cours,0.00034672447,849,Faible
CRD-0006467,CLI-021187,7365060,En cours,0.00047536625,849,Faible
CRD-0006468,CLI-028877,10237713,En cours,0.30595767,589,Moyen
CRD-0006469,CLI-004060,6885109,En cours,0.00040010558,849,Faible
CRD-0006470,CLI-000587,4971869,En cours,0.00065989,849,Faible
CRD-0006471,CLI-034158,16452224,En cours,0.0002473826,849,Faible
CRD-0006472,CLI-005027,5417962,En cours,0.08004172,781,Faible
CRD-0006473,CLI-013778,10241473,En cours,0.00028181044,849,Faible
CRD-0006474,CLI-000033,5991490,En cours,0.27950487,612,Faible
CRD-0006475,CLI-027104,5642943,En cours,0.00041472036,849,Faible
CRD-0006476,CLI-008257,1039767,En cours,0.00024016702,849,Faible
CRD-0006477,CLI-009604,9253074,En cours,0.00037682714,849,Faible
CRD-0006478,CLI-014939,1249755,En cours,0.0005035539,849,Faible
CRD-0006479,CLI-010524,10922596,En cours,0.0002451838,849,Faible
CRD-0006480,CLI-020095,7360921,En cours,0.3445303,557,Moyen
CRD-0006481,CLI-034815,3313385,En cours,0.00044076442,849,Faible
CRD-0006482,CLI-039334,2221249,En cours,0.0014310912,848,Faible
CRD-0006483,CLI-012115,610500,En cours,0.00027743043,849,Faible
CRD-0006484,CLI-018788,13145799,En cours,0.00021809498,849,Faible
CRD-0006485,CLI-035814,8829393,En cours,0.00028719095,849,Faible
CRD-0006486,CLI-020860,10118311,En cours,0.06767148,792,Faible
CRD-0006487,CLI-007932,12187643,En cours,0.16897857,706,Faible
CRD-0006488,CLI-027326,18810738,En cours,0.49436823,429,Moyen
CRD-0006489,CLI-001594,3309930,En cours,0.00031307482,849,Faible
CRD-0006490,CLI-025813,5367223,En cours,0.00042641125,849,Faible
CRD-0006491,CLI-032815,12377124,En cours,0.0005366205,849,Faible
CRD-0006492,CLI-019472,13646867,En cours,0.00045826813,849,Faible
CRD-0006493,CLI-027265,9530979,En cours,0.0006569339,849,Faible
CRD-0006494,CLI-016224,610500,En cours,0.00015758465,849,Faible
CRD-0006495,CLI-015452,610500,En cours,0.0004808999,849,Faible
CRD-0006496,CLI-036047,8679546,En cours,0.0006473853,849,Faible
CRD-0006497,CLI-023324,15780876,En cours,0.43798584,477,Moyen
CRD-0006498,CLI-015385,17925916,En cours,0.21917799,663,Faible
CRD-0006499,CLI-008642,610500,En cours,0.00027524526,849,Faible
CRD-0006500,CLI-032757,11998968,En cours,0.00063680025,849,Faible
CRD-0006501,CLI-009169,11866014,En cours,0.066131465,793,Faible
CRD-0006502,CLI-015070,5914487,En cours,0.23527981,650,Faible
CRD-0006503,CLI-016749,10016773,En cours,0.10346178,762,Faible
CRD-0006504,CLI-014204,7674132,En cours,0.0004127324,849,Faible
CRD-0006505,CLI-000228,2161341,En cours,0.0005451423,849,Faible
CRD-0006506,CLI-033800,5351148,En cours,0.00029695767,849,Faible
CRD-0006507,CLI-027196,21473855,En cours,0.0005366238,849,Faible
CRD-0006508,CLI-029099,10923658,En cours,0.00058891065,849,Faible
CRD-0006509,CLI-029495,1760597,En cours,0.00022368897,849,Faible
CRD-0006510,CLI-003326,2291084,En cours,0.00141736,848,Faible
CRD-0006511,CLI-031331,18664652,En cours,0.0010620058,849,Faible
CRD-0006512,CLI-002313,6169927,En cours,0.4150967,497,Moyen
CRD-0006513,CLI-003000,6875897,En cours,0.0012048275,848,Faible
CRD-0006514,CLI-044599,13995896,En cours,0.00060387194,849,Faible
CRD-0006515,CLI-034958,7080579,En cours,0.21754405,665,Faible
CRD-0006516,CLI-012330,5910544,En cours,0.15952826,714,Faible
CRD-0006517,CLI-012491,10513091,En cours,0.00021244104,849,Faible
CRD-0006518,CLI-000789,4833982,En cours,0.10662072,759,Faible
CRD-0006519,CLI-031569,6298590,En cours,0.32371676,574,Moyen
CRD-0006520,CLI-007953,18885988,En cours,0.00090335304,849,Faible
CRD-0006521,CLI-024968,4132041,En cours,0.2872292,605,Faible
CRD-0006522,CLI-025027,7637160,En cours,0.0003853714,849,Faible
CRD-0006523,CLI-000758,22202365,En cours,0.0010197583,849,Faible
CRD-0006524,CLI-027734,610500,En cours,0.0003398403,849,Faible
CRD-0006525,CLI-030449,20752354,En cours,0.0008600942,849,Faible
CRD-0006526,CLI-018642,12372356,En cours,0.00033883017,849,Faible
CRD-0006527,CLI-000129,12005049,En cours,0.00022047557,849,Faible
CRD-0006528,CLI-039999,11910947,En cours,0.00023654435,849,Faible
CRD-0006529,CLI-009340,6527228,En cours,0.534278,395,Élevé
CRD-0006530,CLI-042727,3022671,En cours,0.34466287,557,Moyen
CRD-0006531,CLI-008223,8997989,En cours,0.30001137,594,Moyen
CRD-0006532,CLI-017056,8468941,En cours,0.00080898625,849,Faible
CRD-0006533,CLI-012792,10540991,En cours,0.00021637585,849,Faible
CRD-0006534,CLI-037893,7303241,En cours,0.0012960852,848,Faible
CRD-0006535,CLI-002025,14290328,En cours,0.11878893,749,Faible
CRD-0006536,CLI-032581,14145560,En cours,0.28317684,609,Faible
CRD-0006537,CLI-009030,610500,En cours,0.011569115,840,Faible
CRD-0006538,CLI-011260,610500,En cours,0.00019189622,849,Faible
CRD-0006539,CLI-010241,4407022,En cours,0.00032820826,849,Faible
CRD-0006540,CLI-010172,1025194,En cours,0.00032409982,849,Faible
CRD-0006541,CLI-030560,15660137,En cours,0.13520943,735,Faible
CRD-0006542,CLI-007459,5210196,En cours,0.056216434,802,Faible
CRD-0006543,CLI-040389,12334524,En cours,0.00022979465,849,Faible
CRD-0006544,CLI-000317,8326829,En cours,0.110912055,755,Faible
CRD-0006545,CLI-040318,14702348,En cours,0.00065644074,849,Faible
CRD-0006546,CLI-041241,6496416,En cours,0.0005732089,849,Faible
CRD-0006547,CLI-032880,610500,En cours,0.00018318274,849,Faible
CRD-0006548,CLI-019924,4924965,En cours,0.066575676,793,Faible
CRD-0006549,CLI-006524,610500,En cours,0.00032566086,849,Faible
CRD-0006550,CLI-000121,610500,En cours,0.0060445163,844,Faible
CRD-0006551,CLI-016976,11232675,En cours,0.30282563,592,Moyen
CRD-0006552,CLI-034119,10342688,En cours,0.000522239,849,Faible
CRD-0006553,CLI-000558,5671203,En cours,0.14199504,729,Faible
CRD-0006554,CLI-010310,8111274,En cours,0.00046432702,849,Faible
CRD-0006555,CLI-020189,610500,En cours,0.00032082578,849,Faible
CRD-0006556,CLI-035945,13283131,En cours,0.00080430397,849,Faible
CRD-0006557,CLI-043386,7905462,En cours,0.00030831926,849,Faible
CRD-0006558,CLI-026132,12377442,En cours,0.00027350776,849,Faible
CRD-0006559,CLI-007901,12022973,En cours,0.19670747,682,Faible
CRD-0006560,CLI-013112,10887645,En cours,0.00066824426,849,Faible
CRD-0006561,CLI-025984,3371956,En cours,0.286798,606,Faible
CRD-0006562,CLI-036925,10853628,En cours,0.00019747384,849,Faible
CRD-0006563,CLI-024591,11829207,En cours,0.00033841326,849,Faible
CRD-0006564,CLI-022006,5050972,En cours,0.0003682219,849,Faible
CRD-0006565,CLI-023657,11100032,En cours,0.00038706965,849,Faible
CRD-0006566,CLI-034060,610500,En cours,0.00024704318,849,Faible
CRD-0006567,CLI-018227,12509279,En cours,0.00046174714,849,Faible
CRD-0006568,CLI-033542,11032168,En cours,0.00027196007,849,Faible
CRD-0006569,CLI-007018,18259542,En cours,0.39673313,512,Moyen
CRD-0006570,CLI-013047,20898013,En cours,0.535793,394,Élevé
CRD-0006571,CLI-039628,7608594,En cours,0.0003072359,849,Faible
CRD-0006572,CLI-008642,12275189,En cours,0.40652058,504,Moyen
CRD-0006573,CLI-002799,11268267,En cours,0.00018039555,849,Faible
CRD-0006574,CLI-032906,7479858,En cours,0.00031436994,849,Faible
CRD-0006575,CLI-003677,610500,En cours,0.00040574488,849,Faible
CRD-0006576,CLI-035412,2224583,En cours,0.0002876524,849,Faible
CRD-0006577,CLI-006302,5899738,En cours,0.00074843474,849,Faible
CRD-0006578,CLI-002543,10802309,En cours,0.00047719112,849,Faible
CRD-0006579,CLI-034716,17593536,En cours,0.00027778427,849,Faible
CRD-0006580,CLI-017528,8532983,En cours,0.0003893709,849,Faible
CRD-0006581,CLI-041565,15508684,En cours,0.31054318,586,Moyen
CRD-0006582,CLI-000805,18002595,En cours,0.27077132,619,Faible
CRD-0006583,CLI-027502,5660825,En cours,0.00058285974,849,Faible
CRD-0006584,CLI-011439,610500,En cours,0.00018443323,849,Faible
CRD-0006585,CLI-012622,9385906,En cours,0.16158573,712,Faible
CRD-0006586,CLI-025730,986739,En cours,0.18624331,691,Faible
CRD-0006587,CLI-036748,20252587,En cours,0.0008270965,849,Faible
CRD-0006588,CLI-040129,16276315,En cours,0.0010770618,849,Faible
CRD-0006589,CLI-005265,17759543,En cours,0.25698826,631,Faible
CRD-0006590,CLI-019078,610500,En cours,0.00043017493,849,Faible
CRD-0006591,CLI-041339,6938259,En cours,0.00070331595,849,Faible
CRD-0006592,CLI-043823,9482860,En cours,0.0002827637,849,Faible
CRD-0006593,CLI-010002,11610165,En cours,0.0002562338,849,Faible
CRD-0006594,CLI-008292,6953503,En cours,0.0006358039,849,Faible
CRD-0006595,CLI-017301,610500,En cours,0.012504275,839,Faible
CRD-0006596,CLI-033748,11980592,En cours,0.00083606323,849,Faible
CRD-0006597,CLI-036402,19944315,En cours,0.6595845,300,Élevé
CRD-0006598,CLI-011068,21428312,En cours,0.0005568566,849,Faible
CRD-0006599,CLI-022084,7535890,En cours,0.00040968112,849,Faible
CRD-0006600,CLI-036457,9636938,En cours,0.0004923147,849,Faible
CRD-0006601,CLI-005261,3014973,En cours,0.0004802757,849,Faible
CRD-0006602,CLI-037404,9642670,En cours,0.16315977,711,Faible
CRD-0006603,CLI-005219,6539340,En cours,0.0004445649,849,Faible
CRD-0006604,CLI-004824,5993199,En cours,0.001192685,848,Faible
CRD-0006605,CLI-042370,610500,En cours,0.00038377385,849,Faible
CRD-0006606,CLI-040475,18565030,En cours,0.0014845307,848,Faible
CRD-0006607,CLI-026781,7671470,En cours,0.00042610266,849,Faible
CRD-0006608,CLI-037677,6236929,En cours,0.00046169737,849,Faible
CRD-0006609,CLI-004561,10527322,En cours,0.17701374,699,Faible
CRD-0006610,CLI-012343,5623944,En cours,0.000611128,849,Faible
CRD-0006611,CLI-036454,610500,En cours,0.0004947654,849,Faible
CRD-0006612,CLI-010011,17127639,En cours,0.0005847263,849,Faible
CRD-0006613,CLI-014775,9367958,En cours,0.00043102546,849,Faible
CRD-0006614,CLI-032012,13964357,En cours,0.0007521976,849,Faible
CRD-0006615,CLI-022422,10339501,En cours,0.00019139407,849,Faible
CRD-0006616,CLI-000937,14949576,En cours,0.28228486,610,Faible
CRD-0006617,CLI-016270,13443253,En cours,0.0003874292,849,Faible
CRD-0006618,CLI-018069,610500,En cours,0.022024363,831,Faible
CRD-0006619,CLI-005683,11894408,En cours,0.00061882666,849,Faible
CRD-0006620,CLI-008469,3705131,En cours,0.00053396326,849,Faible
CRD-0006621,CLI-003734,3677829,En cours,0.0006580543,849,Faible
CRD-0006622,CLI-041452,610500,En cours,0.0002278086,849,Faible
CRD-0006623,CLI-015897,20197837,En cours,0.00042241285,849,Faible
CRD-0006624,CLI-011304,8325205,En cours,0.00042140472,849,Faible
CRD-0006625,CLI-029281,6616526,En cours,0.0007068261,849,Faible
CRD-0006626,CLI-042727,4483866,En cours,0.00030294654,849,Faible
CRD-0006627,CLI-022060,23487309,En cours,0.00093410205,849,Faible
CRD-0006628,CLI-029280,15343666,En cours,0.22569767,658,Faible
CRD-0006629,CLI-032080,610500,En cours,0.00033312154,849,Faible
CRD-0006630,CLI-023476,17485324,En cours,0.4054732,505,Moyen
CRD-0006631,CLI-020849,3548275,En cours,0.23865424,647,Faible
CRD-0006632,CLI-000303,13171409,En cours,0.00062777835,849,Faible
CRD-0006633,CLI-007520,6450787,En cours,0.00063514314,849,Faible
CRD-0006634,CLI-022189,610500,En cours,0.00023197533,849,Faible
CRD-0006635,CLI-012400,6012143,En cours,0.00061340583,849,Faible
CRD-0006636,CLI-001664,10629855,En cours,0.00026168834,849,Faible
CRD-0006637,CLI-027819,10728854,En cours,0.00036145325,849,Faible
CRD-0006638,CLI-033003,7019047,En cours,0.0006120075,849,Faible
CRD-0006639,CLI-000089,9482970,En cours,0.00036027769,849,Faible
CRD-0006640,CLI-031958,9965130,En cours,0.19716287,682,Faible
CRD-0006641,CLI-026156,14728740,En cours,0.00037486907,849,Faible
CRD-0006642,CLI-000014,17159165,En cours,0.00066824426,849,Faible
CRD-0006643,CLI-002653,9168910,En cours,0.0014878552,848,Faible
CRD-0006644,CLI-000105,1076922,En cours,0.00020579262,849,Faible
CRD-0006645,CLI-020017,13066019,En cours,0.00070295675,849,Faible
CRD-0006646,CLI-004114,13326959,En cours,0.0012116977,848,Faible
CRD-0006647,CLI-023972,14601078,En cours,0.61894065,323,Élevé
CRD-0006648,CLI-011086,3301602,En cours,0.00077927695,849,Faible
CRD-0006649,CLI-041036,14081537,En cours,0.36545676,539,Moyen
CRD-0006650,CLI-034489,11088927,En cours,0.0003938937,849,Faible
CRD-0006651,CLI-021103,12696733,En cours,0.0003679824,849,Faible
CRD-0006652,CLI-028936,4485722,En cours,0.038639892,817,Faible
CRD-0006653,CLI-043830,610500,En cours,0.00038529094,849,Faible
CRD-0006654,CLI-030740,837435,En cours,0.00021740963,849,Faible
CRD-0006655,CLI-029951,14549607,En cours,0.00025616196,849,Faible
CRD-0006656,CLI-029444,19606659,En cours,0.51549464,411,Élevé
CRD-0006657,CLI-040153,13921225,En cours,0.0002139979,849,Faible
CRD-0006658,CLI-039803,1676195,En cours,0.00046216833,849,Faible
CRD-0006659,CLI-041130,8890113,En cours,0.00064346544,849,Faible
CRD-0006660,CLI-024517,10940075,En cours,0.00027131548,849,Faible
CRD-0006661,CLI-007641,9428886,En cours,0.00024469686,849,Faible
CRD-0006662,CLI-018939,10127005,En cours,0.16174422,712,Faible
CRD-0006663,CLI-044203,2660412,En cours,0.00059395574,849,Faible
CRD-0006664,CLI-039975,610500,En cours,0.0002694979,849,Faible
CRD-0006665,CLI-042471,3163629,En cours,0.00041127508,849,Faible
CRD-0006666,CLI-029351,1559364,En cours,0.00030331995,849,Faible
CRD-0006667,CLI-016013,9854398,En cours,0.000753653,849,Faible
CRD-0006668,CLI-005843,10570276,En cours,0.00050621043,849,Faible
CRD-0006669,CLI-035134,755433,En cours,0.0002066507,849,Faible
CRD-0006670,CLI-007787,8643899,En cours,0.00028095624,849,Faible
CRD-0006671,CLI-007671,20424058,En cours,0.00046736212,849,Faible
CRD-0006672,CLI-039918,10026144,En cours,0.0004433446,849,Faible
CRD-0006673,CLI-016724,6527319,En cours,0.0005180091,849,Faible
CRD-0006674,CLI-012640,14454430,En cours,0.17625004,700,Faible
CRD-0006675,CLI-001620,23669921,En cours,0.58758795,350,Élevé
CRD-0006676,CLI-021574,10425215,En cours,0.00044728132,849,Faible
CRD-0006677,CLI-010290,5535654,En cours,0.00079445937,849,Faible
CRD-0006678,CLI-030382,9874325,En cours,0.0002479765,849,Faible
CRD-0006679,CLI-014515,17602217,En cours,0.00060891104,849,Faible
CRD-0006680,CLI-041108,8703715,En cours,0.0005176818,849,Faible
CRD-0006681,CLI-039770,9362011,En cours,0.13164747,738,Faible
CRD-0006682,CLI-013955,17813828,En cours,0.34272808,558,Moyen
CRD-0006683,CLI-024103,9847860,En cours,0.09129586,772,Faible
CRD-0006684,CLI-001508,19659638,En cours,0.0010229493,849,Faible
CRD-0006685,CLI-031245,627356,En cours,0.0067057116,844,Faible
CRD-0006686,CLI-001816,11952229,En cours,0.0003744349,849,Faible
CRD-0006687,CLI-038255,21214515,En cours,0.41692927,495,Moyen
CRD-0006688,CLI-023282,24173016,En cours,0.65433747,300,Élevé
CRD-0006689,CLI-042805,6646941,En cours,0.00044674418,849,Faible
CRD-0006690,CLI-022055,7538375,En cours,0.00029285168,849,Faible
CRD-0006691,CLI-017139,21016524,En cours,0.00072314334,849,Faible
CRD-0006692,CLI-011549,7054895,En cours,0.0009379248,849,Faible
CRD-0006693,CLI-008104,6006868,En cours,0.0005073809,849,Faible
CRD-0006694,CLI-001782,6128681,En cours,0.4445551,472,Moyen
CRD-0006695,CLI-012490,3768812,En cours,0.0013027957,848,Faible
CRD-0006696,CLI-016668,2642165,En cours,0.14375614,727,Faible
CRD-0006697,CLI-014341,8010035,En cours,0.00031540022,849,Faible
CRD-0006698,CLI-015846,610500,En cours,0.00026131538,849,Faible
CRD-0006699,CLI-020521,5481631,En cours,0.08786795,775,Faible
CRD-0006700,CLI-021500,18775494,En cours,0.00069352775,849,Faible
CRD-0006701,CLI-031267,14591634,En cours,0.00024839275,849,Faible
CRD-0006702,CLI-021817,5743560,En cours,0.00017526429,849,Faible
CRD-0006703,CLI-039688,10764806,En cours,0.00028133098,849,Faible
CRD-0006704,CLI-033403,8604161,En cours,0.0005894618,849,Faible
CRD-0006705,CLI-031148,4579904,En cours,0.0004428772,849,Faible
CRD-0006706,CLI-040614,610500,En cours,0.026619349,827,Faible
CRD-0006707,CLI-009946,3728983,En cours,0.0003824924,849,Faible
CRD-0006708,CLI-014476,7323497,En cours,0.23119043,653,Faible
CRD-0006709,CLI-001406,24436777,En cours,0.8363802,300,Critique
CRD-0006710,CLI-042267,12996812,En cours,0.0002286311,849,Faible
CRD-0006711,CLI-026096,8574155,En cours,0.0005041737,849,Faible
CRD-0006712,CLI-015003,12271239,En cours,0.18525033,692,Faible
CRD-0006713,CLI-003821,10719495,En cours,0.23411807,650,Faible
CRD-0006714,CLI-035691,4922877,En cours,0.00062169315,849,Faible
CRD-0006715,CLI-003730,8825834,En cours,0.0003840897,849,Faible
CRD-0006716,CLI-039987,7027875,En cours,0.0008829037,849,Faible
CRD-0006717,CLI-029277,610500,En cours,0.0038529872,846,Faible
CRD-0006718,CLI-025847,5756362,En cours,0.00042971384,849,Faible
CRD-0006719,CLI-037322,8585669,En cours,0.34987703,552,Moyen
CRD-0006720,CLI-033379,11906258,En cours,0.0002452516,849,Faible
CRD-0006721,CLI-009730,9384282,En cours,0.30872384,587,Moyen
CRD-0006722,CLI-039832,15081389,En cours,0.15873493,715,Faible
CRD-0006723,CLI-015472,7952605,En cours,0.00047763868,849,Faible
CRD-0006724,CLI-030353,17103469,En cours,0.218724,664,Faible
CRD-0006725,CLI-017736,10415130,En cours,0.0002192072,849,Faible
CRD-0006726,CLI-008939,12045055,En cours,0.00020083903,849,Faible
CRD-0006727,CLI-009411,10940282,En cours,0.00071820256,849,Faible
CRD-0006728,CLI-011461,6274811,En cours,0.0006751337,849,Faible
CRD-0006729,CLI-028185,13175732,En cours,0.00030892566,849,Faible
CRD-0006730,CLI-013240,5611991,En cours,0.0011114284,849,Faible
CRD-0006731,CLI-027367,3377829,En cours,0.00046389055,849,Faible
CRD-0006732,CLI-000604,10845648,En cours,0.0006681962,849,Faible
CRD-0006733,CLI-040459,8785315,En cours,0.51666886,410,Élevé
CRD-0006734,CLI-042303,4444458,En cours,0.47038442,450,Moyen
CRD-0006735,CLI-028488,9786956,En cours,0.1196517,748,Faible
CRD-0006736,CLI-035953,13412410,En cours,0.00030373258,849,Faible
CRD-0006737,CLI-040612,8005285,En cours,0.22759002,656,Faible
CRD-0006738,CLI-019631,18937417,En cours,0.0014489795,848,Faible
CRD-0006739,CLI-018787,16226376,En cours,0.0005507746,849,Faible
CRD-0006740,CLI-013005,6614358,En cours,0.0006421917,849,Faible
CRD-0006741,CLI-027370,2205016,En cours,0.00067178183,849,Faible
CRD-0006742,CLI-015350,8447360,En cours,0.1662422,708,Faible
CRD-0006743,CLI-019662,11954689,En cours,0.29432887,599,Faible
CRD-0006744,CLI-027909,610500,En cours,0.00036614703,849,Faible
CRD-0006745,CLI-013664,610500,En cours,0.02133626,831,Faible
CRD-0006746,CLI-008907,1590218,En cours,0.56264955,371,Élevé
CRD-0006747,CLI-030466,16168250,En cours,0.0006640073,849,Faible
CRD-0006748,CLI-021917,17836789,En cours,0.14317954,728,Faible
CRD-0006749,CLI-031847,2726145,En cours,0.07077178,789,Faible
CRD-0006750,CLI-026616,649035,En cours,0.00027264288,849,Faible
CRD-0006751,CLI-037083,10574477,En cours,0.00037657615,849,Faible
CRD-0006752,CLI-023254,10005307,En cours,0.00053963956,849,Faible
CRD-0006753,CLI-023001,1888588,En cours,0.00015430995,849,Faible
CRD-0006754,CLI-022135,3018001,En cours,0.0004311263,849,Faible
CRD-0006755,CLI-003145,5144580,En cours,0.19957851,680,Faible
CRD-0006756,CLI-013491,6530079,En cours,0.1562588,717,Faible
CRD-0006757,CLI-012189,11021338,En cours,0.00048279107,849,Faible
CRD-0006758,CLI-044825,610500,En cours,0.00016587737,849,Faible
CRD-0006759,CLI-015360,20795193,En cours,0.0010495811,849,Faible
CRD-0006760,CLI-037080,11437962,En cours,0.00042298663,849,Faible
CRD-0006761,CLI-011780,9686981,En cours,0.0004363903,849,Faible
CRD-0006762,CLI-000140,5299512,En cours,0.16472442,709,Faible
CRD-0006763,CLI-032027,4010954,En cours,0.000534488,849,Faible
CRD-0006764,CLI-003667,4323952,En cours,0.0004082982,849,Faible
CRD-0006765,CLI-027647,6171367,En cours,0.00055468845,849,Faible
CRD-0006766,CLI-022580,11654189,En cours,0.4549858,463,Moyen
CRD-0006767,CLI-031826,16107731,En cours,0.37101257,534,Moyen
CRD-0006768,CLI-013996,610500,En cours,0.0003463647,849,Faible
CRD-0006769,CLI-016769,6465024,En cours,0.00037635543,849,Faible
CRD-0006770,CLI-036267,10008732,En cours,0.0584358,800,Faible
CRD-0006771,CLI-024703,10441394,En cours,0.00043267128,849,Faible
CRD-0006772,CLI-038908,5625196,En cours,0.20020247,679,Faible
CRD-0006773,CLI-005807,6940347,En cours,0.0011268159,849,Faible
CRD-0006774,CLI-016592,7731201,En cours,0.000643647,849,Faible
CRD-0006775,CLI-023310,1897697,En cours,0.00048499976,849,Faible
CRD-0006776,CLI-028369,3490979,En cours,0.0003383971,849,Faible
CRD-0006777,CLI-018467,610500,En cours,0.02540107,828,Faible
CRD-0006778,CLI-004184,15886840,En cours,0.0002730078,849,Faible
CRD-0006779,CLI-014474,12629328,En cours,0.36872488,536,Moyen
CRD-0006780,CLI-008683,875640,En cours,0.00020120032,849,Faible
CRD-0006781,CLI-004644,2292153,En cours,0.16079317,713,Faible
CRD-0006782,CLI-041251,858082,En cours,0.00016286493,849,Faible
CRD-0006783,CLI-001004,3394618,En cours,0.00051115896,849,Faible
CRD-0006784,CLI-031374,10643433,En cours,0.13819838,732,Faible
CRD-0006785,CLI-030492,26693075,En cours,0.796728,300,Critique
CRD-0006786,CLI-030568,6470164,En cours,0.00070431066,849,Faible
CRD-0006787,CLI-023895,12048059,En cours,0.00024491138,849,Faible
CRD-0006788,CLI-018351,8427409,En cours,0.00037947737,849,Faible
CRD-0006789,CLI-007328,10644403,En cours,0.00023013406,849,Faible
CRD-0006790,CLI-016323,7416714,En cours,0.00030845744,849,Faible
CRD-0006791,CLI-012822,16202169,En cours,0.19115417,687,Faible
CRD-0006792,CLI-041317,12792881,En cours,0.0002466546,849,Faible
CRD-0006793,CLI-034269,9123819,En cours,0.20508383,675,Faible
CRD-0006794,CLI-028215,13100701,En cours,0.07985547,782,Faible
CRD-0006795,CLI-011269,14956462,En cours,0.00028558547,849,Faible
